Timestamp,Open,Close,High,Low,Volume
31/03/2018 23:00:00,6951.8,6925.4,6966,6883,732.53099583
31/03/2018 22:00:00,6921.7,6951.8,6985.2,6891.9,1014.54856253
31/03/2018 21:00:00,6892.3,6924.5,7001.58530181,6810,2718.17718244
31/03/2018 20:00:00,7049.9,6896,7063.2,6877,2690.48860187
31/03/2018 19:00:00,7024,7049.9,7065.9,6970.8,1365.20990657
31/03/2018 18:00:00,7111.1,7027.1,7127.8,7014.3,1413.16251736
31/03/2018 17:00:00,7142.9,7111,7170,7052.6,2173.43062979
31/03/2018 16:00:00,7049.9,7143.1,7170,7049.9,1883.25410462
31/03/2018 15:00:00,7070.2,7050,7071.9,7018,906.89794797
31/03/2018 14:00:00,7040.5,7070.2,7089,7001.2,1982.20772292
31/03/2018 13:00:00,7190,7040.5,7190.1,7030,2507.78335159
31/03/2018 12:00:00,7090.6,7190,7222,7053,12447.33896353
31/03/2018 11:00:00,7109.1,7091,7149,7050,3766.50747607
31/03/2018 10:00:00,7007,7109,7214,6967.1,11733.14918972
31/03/2018 09:00:00,6894.3,7012,7025,6869.2,3003.54590119
31/03/2018 08:00:00,6814.2,6894,6976,6814,2196.15997741
31/03/2018 07:00:00,6807.6,6814.2,6842,6780.06217933,1507.15418783
31/03/2018 06:00:00,6907.2,6807.8,6925.8,6781,2043.74067191
31/03/2018 05:00:00,7018.3,6907.2,7018.4,6864,1530.50524713
31/03/2018 04:00:00,6962.2,7018.9,7049,6947.7,873.87712752
31/03/2018 03:00:00,7039,6962.2,7039.3,6950,2187.65865709
31/03/2018 02:00:00,7071.2,7040.1,7105,6994,1977.66468781
31/03/2018 01:00:00,6991.9,7070.3,7100.9,6941.1,2534.94804917
31/03/2018 00:00:00,6840.4,6991.2,7043.2,6838,2834.10996914
30/03/2018 23:00:00,6781.3,6840.4,6903.33603714,6754,1172.11112686
30/03/2018 22:00:00,6910.5,6776.2,6910.5,6740,1660.52769649
30/03/2018 21:00:00,6838.9,6910.5,6950,6825,1719.11492433
30/03/2018 20:00:00,6809.7,6837.9,6922,6741,2398.9331138
30/03/2018 19:00:00,6735,6809.7,6877.69507472,6730,3323.94784482
30/03/2018 18:00:00,6716.5,6729,6749,6648.1,2745.43238887
30/03/2018 17:00:00,6668.8,6716.5,6749,6592,6932.90825649
30/03/2018 16:00:00,6791.7,6670,6877,6533,12642.56303437
30/03/2018 15:00:00,6831.9,6791.52664811,6831.9,6657.77451239,7192.12335011
30/03/2018 14:00:00,6878.3,6834.1,6939.9,6830,1670.4928839
30/03/2018 13:00:00,7029.9,6878.3,7036.8,6825,2988.80330063
30/03/2018 12:00:00,7013.8,7035.9,7035.9,6919.2,1700.7228888
30/03/2018 11:00:00,6889.4,7013.9,7045.9,6888.1,2102.19909583
30/03/2018 10:00:00,7022.8,6889.4,7080.29224091,6875,4091.3024693
30/03/2018 09:00:00,7085.7,7022.8,7161.7,7022.7,1971.20883353
30/03/2018 08:00:00,7208.5,7085.7,7269,7075,3858.3096382
30/03/2018 07:00:00,7041.9,7208.4,7249.9,6961.7,4578.94184275
30/03/2018 06:00:00,7120.6,7041.9,7188,6996,4154.55289158
30/03/2018 05:00:00,6708.9,7120.9,7199.5,6705.8,8408.60545179
30/03/2018 04:00:00,6863.8,6709,6870,6614.92978566,5553.83065468
30/03/2018 03:00:00,6835,6863.6,6918,6799.3,4251.28506291
30/03/2018 02:00:00,6883.5,6835,6932,6750,4753.44912436
30/03/2018 01:00:00,6825,6882.2,6886.88686224,6657,10035.45577533
30/03/2018 00:00:00,7094,6825,7179.6,6800,8302.53539764
29/03/2018 23:00:00,7178.2,7094,7225,7054.8,3147.50381786
29/03/2018 22:00:00,7084.8,7178.2,7350,7026,7926.53885456
29/03/2018 21:00:00,7110,7083.9,7262.44123885,6883,16301.12874805
29/03/2018 20:00:00,7343.8,7110.1,7362,7102.5,7172.62974997
29/03/2018 19:00:00,7434.9,7343.9,7474.7,7324.7,1398.3348336
29/03/2018 18:00:00,7433.5,7435,7463.3,7405,941.11814373
29/03/2018 17:00:00,7493.9,7433.5,7512,7410,1035.48897509
29/03/2018 16:00:00,7472.9,7493.8,7563.9,7470.4,2485.76811506
29/03/2018 15:00:00,7401.9,7473,7477.6,7376,1784.63402858
29/03/2018 14:00:00,7470.1,7401.9,7485,7326.4,4736.46858025
29/03/2018 13:00:00,7500.1,7470,7535.6,7439.84276392,1494.05188423
29/03/2018 12:00:00,7473.9,7500,7559.9,7467,1606.46459599
29/03/2018 11:00:00,7476.9,7474,7502,7426.7,1997.32422818
29/03/2018 10:00:00,7520,7476.8,7536.7,7419,2151.9731527
29/03/2018 09:00:00,7542.5,7520.1,7572,7475,1401.46817414
29/03/2018 08:00:00,7534,7544.7,7581.7,7466.6,2059.71789987
29/03/2018 07:00:00,7614,7534.1,7617.9,7478,2825.19158289
29/03/2018 06:00:00,7548.1423116,7613.9,7626,7516,2709.64631329
29/03/2018 05:00:00,7583.7,7542,7667.25730936,7521,4037.55677887
29/03/2018 04:00:00,7861.1,7583.9,7861.1,7580,7440.37146428
29/03/2018 03:00:00,7895,7861.1,7895.1,7821,1009.69639236
29/03/2018 02:00:00,7883.8,7895,7900,7848.7,636.41101423
29/03/2018 01:00:00,7946.82091458,7883.77601041,7973,7866.2,699.98734247
29/03/2018 00:00:00,7936.1,7946.82091458,7957.65569768,7905,417.85769472
28/03/2018 23:00:00,7946.1,7936,7970.9,7909,399.59330609
28/03/2018 22:00:00,7869.5,7948.3,8005,7861.8,1365.88020125
28/03/2018 21:00:00,7892.6,7869.62308498,7920,7815.7,954.17313116
28/03/2018 20:00:00,7897.2,7892.6,7948.5,7877,695.15747767
