2018-08-22,391
2018-08-23,327
2018-08-24,304
2018-08-25,249
2018-08-26,226
2018-08-27,346
2018-08-28,357
2018-08-29,322
2018-08-30,357
2018-08-31,325
2018-09-01,841
2018-09-02,590
2018-09-03,541
2018-09-04,375
2018-09-05,485
2018-09-06,217
2018-09-07,314
2018-09-08,417
2018-09-09,248
2018-09-10,262
2018-09-13,274
2018-09-14,292
2018-09-15,271
2018-09-16,168
2018-09-17,265
2018-09-18,298
2018-09-19,307
2018-09-20,328
2018-09-21,351
2018-09-22,257
2018-09-23,207
2018-09-24,260
2018-09-25,334
2018-09-26,332
2018-09-27,285
2018-09-28,293
2018-09-29,271
2018-09-30,250
2018-10-01,845
2018-10-02,479
2018-10-03,379
2018-10-04,359
2018-10-05,383
2018-10-06,284
2018-10-07,317
2018-10-08,369
2018-10-09,350
2018-10-10,257
2018-10-13,179
2018-10-14,211
2018-10-15,362
2018-10-16,318
2018-10-17,288
2018-10-18,269
2018-10-19,259
2018-10-20,125
2018-11-01,945
2018-11-02,425
2018-11-03,306
2018-11-04,380
2018-11-05,468
2018-11-06,359
2018-11-07,331
2018-11-08,288
2018-11-09,320
2018-11-10,306
2018-12-01,799
2018-12-02,486
2018-12-03,463
2018-12-04,450
2018-12-05,274
2018-12-06,409
2018-12-07,312
2018-12-08,256
2018-12-09,305
2018-12-10,248
